step,mean_training_loss
42600,0.14801267877221108
42700,0.15111613512039185
42800,0.1560741874575615
42900,0.14946964159607887
43000,0.15701306581497193
43100,0.15301381811499595
43200,0.15122043132781982
43300,0.15569196857511997
43400,0.15256060414016248
43500,0.14530233770608902
43600,0.1478848634660244
43700,0.15142345771193505
43800,0.1453775628656149
43900,0.14786099158227445
44000,0.1428184701502323
44100,0.15135011978447438
44200,0.14669666722416877
44300,0.1469189889729023
44400,0.15282157234847546
44500,0.16165495343506336
44600,0.14309630379080773
44700,0.15062157697975637
44800,0.1500173132866621
44900,0.1471322100609541
45000,0.1404653201252222
45100,0.1496362265199423
45200,0.1496627575159073
45300,0.15209441758692266
45400,0.148931969627738
45500,0.15561187222599984
45600,0.1518169352412224
45700,0.1581200934201479
45800,0.15404228381812574
45900,0.15844905607402324
46000,0.15282360192388297
46100,0.15242922507226467
46200,0.15821498475968837
46300,0.14770408265292645
46400,0.1445596542209387
46500,0.14642020143568515
46600,0.15404160894453525
46700,0.1455916839838028
46800,0.14161228120326996
46900,0.1571884985640645
47000,0.15035538487136363
47100,0.15048743046820165
47200,0.13825670473277568
47300,0.14302562396973373
47400,0.14586303602904083
47500,0.15276170641183853
47600,0.15299009278416634
47700,0.14895107686519624
47800,0.1575532975792885
47900,0.14889230102300643
48000,0.14698834381997586
48100,0.14915054455399512
48200,0.14413482829928398
48300,0.15172457091510297
48400,0.14997085727751255
48500,0.13755325019359588
48600,0.15397077396512032
48700,0.14767917469143868
48800,0.14704205438494683
48900,0.14288371682167053
49000,0.1493012125790119
49100,0.1463566841930151
49200,0.15240253917872906
49300,0.15504476271569728
49400,0.1448088325560093
49500,0.15008602976799013
49600,0.15679129004478454
49700,0.1550147844105959
49800,0.14878118641674518
49900,0.16057826057076455
50000,0.14566742055118084
50100,0.14347418412566185
50200,0.15252904586493968
50300,0.14514306388795375
50400,0.15142545729875564
50500,0.15116018686443566
50600,0.15881402879953385
50700,0.146921136751771
50800,0.14004962667822837
50900,0.15073002815246583
51000,0.144589581489563
51100,0.14360848620533942
51200,0.1510994777083397
51300,0.14473852954804897
51400,0.14077547535300255
51500,0.1435409077256918
51600,0.14826621167361737
51700,0.15081229723989964
51800,0.14507111169397832
51900,0.1401024427264929
52000,0.14307652078568936
52100,0.15450995191931724
52200,0.1393687327951193
52300,0.14405853629112245
52400,0.14433153927326203
52500,0.15035859137773513
52600,0.14956284187734126
52700,0.14430283427238463
52800,0.14107626669108866
52900,0.1466843492165208
53000,0.15159745566546917
53100,0.1464139288291335
53200,0.14488618291914462
53300,0.1464046847820282
53400,0.1455307975411415
53500,0.1413944251090288
53600,0.14997456431388856
53700,0.1449117075651884
53800,0.15370190776884557
53900,0.15093438647687435
54000,0.14916310172528027
54100,0.1531537152826786
54200,0.1463311183452606
54300,0.14405237182974814
54400,0.15007639430463315
54500,0.1492646609991789
54600,0.15007468439638616
54700,0.1498633000254631
54800,0.15395474210381507
54900,0.1494993042945862
55000,0.14259718514978886
55100,0.1569334840774536
55200,0.13688625425100326
55300,0.14907141141593455
55400,0.1520338899642229
55500,0.14034147761762142
55600,0.14758473806083203
55700,0.14247305888682604
55800,0.13280719839036464
55900,0.1520275916904211
56000,0.14961082555353641
56100,0.13907844737172126
56200,0.15266807846724986
56300,0.14189730003476142
56400,0.14010549671947956
56500,0.14451205745339393
56600,0.1464173798263073
56700,0.14505212184041738
56800,0.1471703577041626
56900,0.14969206616282463
57000,0.1450824063271284
57100,0.14742776714265346
57200,0.14899097792804242
57300,0.15294029496610165
57400,0.15213492423295974
57500,0.15554360717535018
57600,0.1558846666663885
57700,0.1486046762019396
57800,0.14576700840145349
57900,0.14488037191331388
58000,0.1567234306782484
58100,0.1529503819718957
58200,0.15402162790298463
58300,0.14483241468667984
58400,0.14161796238273383
58500,0.1390090562030673
58600,0.14844182580709459
58700,0.14704304695129394
58800,0.15034771375358105
58900,0.16113187842071056
59000,0.15233207024633885
59100,0.14585674151778222
59200,0.14373705804347991
59300,0.1452461227402091
59400,0.14746278151869774
59500,0.14996988825500013
59600,0.14747170448303223
59700,0.15160360462963582
59800,0.15237113367766142
59900,0.15513644486665726
60000,0.14601667299866677
